,speaker,statement,sentiment,words,lemmatization
496,INSLEE," Trudi and I have three grandchildren. We love them all. And when I was thinking about whether to run for president, I made a decision. I decided that on my last day on earth I wanted to look them in the eye and tell him I did everything humanly possible to protect them from the ravages of the climate crisis. And I know to a moral certainty, if we do not have the next president who commits to this as the top priority it won’t get done. And I am the only candidate—frankly, I’m surprised. I am the only candidate who’s made this commitment to make up a top priority. If you join me in that recognition of how important this is, we can have a unified national mission. We can save ourselves. We can save our children. We can save our grandchildren. And we can save literally the life on this planet. This is our moment.",0.9812,"['trudi', 'three', 'grandchildren', 'love', 'thinking', 'whether', 'run', 'president', 'made', 'decision', 'decided', 'last', 'day', 'earth', 'wanted', 'look', 'eye', 'tell', 'everything', 'humanly', 'possible', 'protect', 'ravages', 'climate', 'crisis', 'know', 'moral', 'certainty', 'next', 'president', 'commits', 'top', 'priority', 'get', 'done', 'surprised', 'candidate', 'made', 'commitment', 'make', 'top', 'priority', 'join', 'recognition', 'important', 'unified', 'national', 'mission', 'save', 'save', 'children', 'save', 'grandchildren', 'save', 'literally', 'life', 'planet', 'moment']","['trudi/NN', 'have/VB', 'grandchild/NN', 'love/VB', 'be/VB', 'think/VB', 'run/VB', 'president/NN', 'make/VB', 'decision/NN', 'decide/VB', 'last/JJ', 'day/NN', 'earth/NN', 'want/VB', 'look/VB', 'eye/NN', 'tell/VB', 'do/VB', 'everything/NN', 'humanly/RB', 'possible/JJ', 'protect/VB', 'ravage/NN', 'climate/NN', 'crisis/NN', 'know/VB', 'moral/JJ', 'certainty/NN', 'do/VB', 'not/RB', 'have/VB', 'next/JJ', 'president/NN', 'commit/VB', 'top/JJ', 'priority/NN', 'win/VB', 'get/VB', 'do/VB', 'be/VB', 'only/JJ', 'candidate/NN', 'frankly/RB', 'surprise/VB', 'be/VB', 'only/JJ', 'candidate/NN', 'make/VB', 'commitment/NN', 'make/VB', 'top/JJ', 'priority/NN', 'join/VB', 'recognition/NN', 'important/JJ', 'be/VB', 'have/VB', 'unified/JJ', 'national/JJ', 'mission/NN', 'save/VB', 'save/VB', 'child/NN', 'save/VB', 'grandchild/NN', 'save/VB', 'literally/RB', 'life/NN', 'planet/NN', 'be/VB', 'moment/NN']"
497,DIAZ-BALART," Governor, thank you.",0.3612,"['governor', 'thank']","['governor/NN', 'thank/NN']"
498,TODD," Congressman Ryan, your 45 seconds.",0.0,"['congressman', 'ryan', 'seconds']","['congressman/NN', 'ryan/VB', 'second/NN']"
499,RYAN," There’s—there’s nothing worse than not being heard, nothing worse than not being seen. And I know that because I’ve represented for 17 years in Congress a forgotten community. They’ve tried to divide us, who’s white, who’s black, who’s gay, who’s straight, who’s a man, who’s a woman. And they ran away with all the gold because they divided the working class. It’s time for us to come together. I don’t know how you feel, but I’m ready to place an offense. I come from the middle of industrial America, but these problems are all over our country. There’s a tent city in LA. Those homeless people and people around our country who can’t afford a home. It’s time for us to get back on track. The teacher in Texas, the nurse in New Hampshire, the waitress in Wisconsin, all of us coming together, playing offense with an agenda that lives everybody up.",-0.1396,"['nothing', 'worse', 'heard', 'nothing', 'worse', 'seen', 'know', 'represented', 'years', 'congress', 'forgotten', 'community', 'tried', 'divide', 'us', 'white', 'black', 'gay', 'straight', 'man', 'woman', 'ran', 'away', 'gold', 'divided', 'working', 'class', 'time', 'us', 'come', 'together', 'know', 'feel', 'ready', 'place', 'offense', 'come', 'middle', 'industrial', 'america', 'problems', 'country', 'tent', 'city', 'la', 'homeless', 'people', 'people', 'around', 'country', 'afford', 'home', 'time', 'us', 'get', 'back', 'track', 'teacher', 'texas', 'nurse', 'new', 'hampshire', 'waitress', 'wisconsin', 'us', 'coming', 'together', 'playing', 'offense', 'agenda', 'lives', 'everybody']","['there/RB', 'nothing/NN', 'worse/VB', 'not/RB', 'be/VB', 'hear/VB', 'nothing/NN', 'worse/VB', 'not/RB', 'be/VB', 'see/VB', 'know/VB', 'have/VB', 'represent/VB', 'year/NN', 'congress/NN', 'forgotten/JJ', 'community/NN', 'have/VB', 'try/VB', 'divide/VB', 'white/JJ', 'black/JJ', 'gay/JJ', 'straight/RB', 'man/NN', 'woman/NN', 'run/VB', 'away/RB', 'gold/NN', 'divide/VB', 'working/JJ', 'class/NN', 'time/NN', 'come/VB', 'together/RB', 'don/VB', 'know/VB', 'feel/VB', 'ready/JJ', 'place/VB', 'offense/NN', 'come/VB', 'middle/NN', 'industrial/JJ', 'america/NN', 'problem/NN', 'be/VB', 'country/NN', 'there/RB', 'tent/NN', 'city/NN', 'homeless/JJ', 'person/NN', 'person/NN', 'country/NN', 'afford/VB', 'home/NN', 'time/NN', 'get/VB', 'back/VB', 'track/NN', 'teacher/NN', 'texas/NN', 'nurse/NN', 'new/JJ', 'hampshire/NN', 'waitress/NN', 'wisconsin/NN', 'come/VB', 'together/RB', 'play/VB', 'offense/NN', 'agenda/NN', 'live/VB', 'everybody/NN']"
500,TODD," Thank you, congressman.",0.3612,"['thank', 'congressman']","['thank/NN', 'congressman/NN']"
501,RYAN," I will only promise you one thing. When I walk into that Oval Office every morning, you will not be forgotten.",0.4526,"['promise', 'one', 'thing', 'walk', 'oval', 'office', 'every', 'morning', 'forgotten']","['only/RB', 'promise/VB', 'thing/NN', 'walk/VB', 'oval/JJ', 'office/NN', 'morning/NN', 'not/RB', 'be/VB', 'forget/VB']"
502,RYAN, Your voice will be heard. Thank you.,0.3612,"['voice', 'heard', 'thank']","['voice/NN', 'be/VB', 'hear/VB', 'thank/NN']"
503,MADDOW," Congresswoman Gabbard, you have 45 seconds for your closing.",0.0,"['congresswoman', 'gabbard', 'seconds', 'closing']","['congresswoman/NN', 'gabbard/NN', 'have/VB', 'second/NN', 'closing/NN']"
504,GABBARD," You know, our nation was founded on the principles of service above self. People who fled kings who literally prospered on the backs and the sacrifices of people coming here to this country, instead of putting in place a government that is of, by, and for the people. But that’s not what we have. Instead, we have a government that is of, by, and for the rich and powerful. This must end. As president, our White House, our White House will be a beacon of light, providing hope and opportunity, ushering in a new century where every single person will be able to get the healthcare they need, where we will have clean air to breathe and clean water to drink, where we will have good paying jobs and a new green economy. Join me in ushering in this new century with peace, prosperity, opportunity, and justice for all.",0.9836,"['know', 'nation', 'founded', 'principles', 'service', 'self', 'people', 'fled', 'kings', 'literally', 'prospered', 'backs', 'sacrifices', 'people', 'coming', 'country', 'instead', 'putting', 'place', 'government', 'people', 'instead', 'government', 'rich', 'powerful', 'must', 'end', 'president', 'white', 'house', 'white', 'house', 'beacon', 'light', 'providing', 'hope', 'opportunity', 'ushering', 'new', 'century', 'every', 'single', 'person', 'able', 'get', 'healthcare', 'need', 'clean', 'air', 'breathe', 'clean', 'water', 'drink', 'good', 'paying', 'jobs', 'new', 'green', 'economy', 'join', 'ushering', 'new', 'century', 'peace', 'prosperity', 'opportunity', 'justice']","['know/VB', 'nation/NN', 'be/VB', 'founder/VB', 'principle/NN', 'service/NN', 'self/NN', 'person/NN', 'flee/VB', 'king/NN', 'literally/RB', 'prosper/VB', 'back/NN', 'sacrifice/NN', 'person/NN', 'come/VB', 'here/RB', 'country/NN', 'instead/RB', 'putt/VB', 'place/NN', 'government/NN', 'be/VB', 'person/NN', 'not/RB', 'have/VB', 'instead/RB', 'have/VB', 'government/NN', 'be/VB', 'rich/JJ', 'powerful/JJ', 'end/VB', 'president/NN', 'white/JJ', 'house/NN', 'white/JJ', 'house/NN', 'be/VB', 'beacon/NN', 'light/NN', 'provide/VB', 'hope/NN', 'opportunity/NN', 'usher/VB', 'new/JJ', 'century/NN', 'single/JJ', 'person/NN', 'be/VB', 'able/JJ', 'get/VB', 'healthcare/NN', 'need/VB', 'have/VB', 'clean/JJ', 'air/NN', 'breathe/VB', 'clean/JJ', 'water/NN', 'drink/VB', 'have/VB', 'good/JJ', 'pay/VB', 'job/NN', 'new/JJ', 'green/JJ', 'economy/NN', 'join/VB', 'usher/VB', 'new/JJ', 'century/NN', 'peace/NN', 'prosperity/NN', 'opportunity/NN', 'justice/NN']"
505,MADDOW," Congresswoman, thank you.",0.3612,"['congresswoman', 'thank']","['congresswoman/NN', 'thank/NN']"
506,HOLT," Secretary Castro, you have 45 seconds, sir.",0.0,"['secretary', 'castro', 'seconds', 'sir']","['secretary/NN', 'castro/NN', 'have/VB', 'second/NN', 'sir/NN']"
507,CASTRO, Yes. (UNTRANSLATED) The very fact that I can say that tonight shows the progress that we have made in this country.,0.6705,"['yes', 'untranslated', 'fact', 'say', 'tonight', 'shows', 'progress', 'made', 'country']","['yes/RB', 'untranslated/JJ', 'very/RB', 'fact/NN', 'say/VB', 'tonight/NN', 'show/VB', 'progress/NN', 'have/VB', 'make/VB', 'country/NN']"
508,CASTRO," Like many of you I know the promise of America. My grandmother came here when she was seven years old as an immigrant from Mexico and just two generations later one of her grandsons is serving the United States Congress and the other one is running for President of the United States. If I’m elected President I will work hard every single day so that you and your family can get good healthcare, your child can get a good education and you can have good job opportunities whether you live in a big city or a small town. And on January 20, 2021, we will say adios to Donald Trump.",0.9601,"['like', 'many', 'know', 'promise', 'america', 'grandmother', 'came', 'seven', 'years', 'old', 'immigrant', 'mexico', 'two', 'generations', 'later', 'one', 'grandsons', 'serving', 'united', 'states', 'congress', 'one', 'running', 'president', 'united', 'states', 'elected', 'president', 'work', 'hard', 'every', 'single', 'day', 'family', 'get', 'good', 'healthcare', 'child', 'get', 'good', 'education', 'good', 'job', 'opportunities', 'whether', 'live', 'big', 'city', 'small', 'town', 'january', 'say', 'adios', 'donald', 'trump']","['many/JJ', 'know/VB', 'promise/NN', 'grandmother/NN', 'come/VB', 'here/RB', 'be/VB', 'year/NN', 'old/JJ', 'immigrant/NN', 'mexico/NN', 'just/RB', 'generation/NN', 'later/RB', 'grandson/NN', 'be/VB', 'serve/VB', 'united/NN', 'states/NN', 'congress/NN', 'other/JJ', 'one/NN', 'be/VB', 'run/VB', 'president/NN', 'united/NN', 'states/NN', 'elect/VB', 'president/NN', 'work/VB', 'hard/RB', 'single/JJ', 'day/NN', 'family/NN', 'get/VB', 'good/JJ', 'healthcare/NN', 'child/NN', 'get/VB', 'good/JJ', 'education/NN', 'have/VB', 'good/JJ', 'job/NN', 'opportunity/NN', 'live/VB', 'big/JJ', 'city/NN', 'small/JJ', 'town/NN', 'january/NN', 'say/VB', 'adio/NN', 'donald/JJ', 'trump/NN']"
509,GUTHRIE, Senator Klobuchar the floor is yours.,0.0,"['senator', 'klobuchar', 'floor']","['senator/NN', 'klobuchar/VB', 'floor/NN', 'be/VB']"
510,KLOBUCHAR," Three things to know about me. First, I listen to people and that’s how I get things done. That is my focus. I have a track record of passing over a hundred bills where I am the lead Democrat and that is because I listened and I acted and I think that’s important in a President; everything else just melts away. Secondly, I’m someone that can win and beat Donald Trump. I have won every place, every race and every time. I have won in the reddest of districts, ones that Donald Trump won by over 20 points. I can win in states like Wisconsin and Iowa and Michigan. And finally, yeah, I am not the establishment party candidate. I’ve got respect but I’m not that person. I am the one that doesn’t have a political machine that doesn’t come from money and I don’t make all of the promises that everyone up here makes but I can promise you this, I am going to govern with integrity, I’m going to have your back and I’m going to govern for you.",0.9711,"['three', 'things', 'know', 'first', 'listen', 'people', 'get', 'things', 'done', 'focus', 'track', 'record', 'passing', 'hundred', 'bills', 'lead', 'democrat', 'listened', 'acted', 'think', 'important', 'president', 'everything', 'else', 'melts', 'away', 'secondly', 'someone', 'win', 'beat', 'donald', 'trump', 'every', 'place', 'every', 'race', 'every', 'time', 'reddest', 'districts', 'ones', 'donald', 'trump', 'points', 'win', 'states', 'like', 'wisconsin', 'iowa', 'michigan', 'finally', 'yeah', 'establishment', 'party', 'candidate', 'got', 'respect', 'person', 'one', 'political', 'machine', 'come', 'money', 'make', 'promises', 'everyone', 'makes', 'promise', 'going', 'govern', 'integrity', 'going', 'back', 'going', 'govern']","['thing/NN', 'know/VB', 'first/JJ', 'listen/RB', 'person/NN', 'get/VB', 'thing/NN', 'do/VB', 'be/VB', 'focus/NN', 'have/VB', 'track/NN', 'record/NN', 'pass/VB', 'bill/NN', 'be/VB', 'lead/JJ', 'democrat/NN', 'be/VB', 'listen/VB', 'act/VB', 'think/VB', 'important/JJ', 'president/NN', 'everything/NN', 'else/RB', 'just/RB', 'melt/VB', 'away/RB', 'secondly/RB', 'someone/NN', 'win/VB', 'beat/VB', 'donald/JJ', 'trump/NN', 'have/VB', 'win/VB', 'place/NN', 'race/NN', 'time/NN', 'have/VB', 'win/VB', 'reddest/NN', 'district/NN', 'one/NN', 'donald/JJ', 'trump/NN', 'win/VB', 'point/NN', 'win/VB', 'state/NN', 'wisconsin/NN', 'iowa/NN', 'michigan/NN', 'finally/RB', 'be/VB', 'not/RB', 'establishment/NN', 'party/NN', 'candidate/NN', 've/NN', 'get/VB', 'respect/NN', 'not/RB', 'person/NN', 'be/VB', 'doesn/JJ', 'have/VB', 'political/JJ', 'machine/NN', 'doesn/VB', 'come/VB', 'money/NN', 'don/VB', 'make/VB', 'promise/NN', 'everyone/NN', 'here/RB', 'make/VB', 'promise/VB', 'be/VB', 'go/VB', 'govern/VB', 'integrity/NN', 'go/VB', 'have/VB', 'back/NN', 'go/VB', 'govern/VB']"
511,GUTHRIE," Thank you, senator.",0.3612,"['thank', 'senator']","['thank/NN', 'senator/NN']"
512,DIAZ-BALART, (UNTRANSLATED),0.0,['untranslated'],['untranslated/JJ']
513,BOOKER," Gracias. Fifty years ago this month my family moved into the town I grew up in because after being denied a house because of the color of their skin, it was activists, mostly white activists that stood up and fought for them. That’s the best of who we are as America and why when I got out of law school I moved into the inner city of Newark(SP) to fight as a tenant lawyer for other people’s rights. I have taken on bullies and beat them. I’ve taken on tough fights and we’ve won and we win those fights not by showing the worst of who we are but rising to whose best. Donald Trump wants us to fight him on his turf and his terms. We will beat him. I will beat him by calling this country to a sense of common purpose again. This is a referendum on him and getting rid of him but it’s also a referendum on us, who we are and who we must be to each other. It’s time we win this election and the way I’ll govern is by showing the best of who we are because that’s what this country needs and deserves.",0.9306,"['gracias', 'fifty', 'years', 'ago', 'month', 'family', 'moved', 'town', 'grew', 'denied', 'house', 'color', 'skin', 'activists', 'mostly', 'white', 'activists', 'stood', 'fought', 'best', 'america', 'got', 'law', 'school', 'moved', 'inner', 'city', 'newark', 'sp', 'fight', 'tenant', 'lawyer', 'people', 'rights', 'taken', 'bullies', 'beat', 'taken', 'tough', 'fights', 'win', 'fights', 'showing', 'worst', 'rising', 'whose', 'best', 'donald', 'trump', 'wants', 'us', 'fight', 'turf', 'terms', 'beat', 'beat', 'calling', 'country', 'sense', 'common', 'purpose', 'referendum', 'getting', 'rid', 'also', 'referendum', 'us', 'must', 'time', 'win', 'election', 'way', 'govern', 'showing', 'best', 'country', 'needs', 'deserves']","['gracias/NN', 'year/NN', 'month/NN', 'family/NN', 'move/VB', 'town/NN', 'grow/VB', 'be/VB', 'deny/VB', 'house/NN', 'color/NN', 'skin/NN', 'be/VB', 'activist/NN', 'mostly/RB', 'white/JJ', 'activist/NN', 'stand/VB', 'up/JJ', 'fought/NN', 'best/JJ', 'be/VB', 'america/NN', 'get/VB', 'law/NN', 'school/NN', 'move/VB', 'inner/JJ', 'city/NN', 'newark/JJ', 'sp/NN', 'fight/VB', 'tenant/NN', 'lawyer/NN', 'other/JJ', 'person/NN', 'right/NN', 'have/VB', 'take/VB', 'bully/VB', 'beat/VB', 'have/VB', 'take/VB', 'tough/JJ', 'fight/NN', 'have/VB', 'win/VB', 'win/VB', 'fight/NN', 'not/RB', 'show/VB', 'worst/JJ', 'be/VB', 'rise/VB', 'best/VB', 'donald/JJ', 'trump/NN', 'want/VB', 'fight/VB', 'turf/NN', 'term/NN', 'beat/VB', 'beat/VB', 'call/VB', 'country/NN', 'sense/NN', 'common/JJ', 'purpose/NN', 'again/RB', 'be/VB', 'referendum/NN', 'get/VB', 'rid/JJ', 'also/RB', 'referendum/NN', 'be/VB', 'be/VB', 'other/JJ', 'time/NN', 'win/VB', 'election/NN', 'way/NN', 'll/NN', 'govern/NN', 'be/VB', 'show/VB', 'best/JJ', 'be/VB', 'country/NN', 'need/VB', 'deserve/VB']"
514,DIAZ-BALART, Senator thank you. Congressman O’Rourke 45 seconds.,0.3612,"['senator', 'thank', 'congressman', 'rourke', 'seconds']","['senator/NN', 'thank/NN', 'congressman/NN', 'rourke/NN', 'second/NN']"
515,O’ROURKE," Our daughter Molly turned 11 this week. I’m on this stage for her, for children across this country including some her same age who have been separated from their parents and are sleeping on concrete floors under aluminum blankets tonight. We are going to be there for them. We are going to confront the challenges that we face. We can’t return to the same old approach. We are going to need a new kind of politics, one directed by the urgency of the next generation. Those climate activists who are fighting not just for their future but for everyone’s. Those students marching not just for their lives but for all of ours. We will need a movement like the one that we led in Texas. It renewed our democracy by bringing everyone in and writing nobody off. That’s how we beat Donald Trump and that’s how we bring this great country together again. Join us. This is our moment and the generations that follow are counting on us to meet it.",0.9171,"['daughter', 'molly', 'turned', 'week', 'stage', 'children', 'across', 'country', 'including', 'age', 'separated', 'parents', 'sleeping', 'concrete', 'floors', 'aluminum', 'blankets', 'tonight', 'going', 'going', 'confront', 'challenges', 'face', 'return', 'old', 'approach', 'going', 'need', 'new', 'kind', 'politics', 'one', 'directed', 'urgency', 'next', 'generation', 'climate', 'activists', 'fighting', 'future', 'everyone', 'students', 'marching', 'lives', 'need', 'movement', 'like', 'one', 'led', 'texas', 'renewed', 'democracy', 'bringing', 'everyone', 'writing', 'nobody', 'beat', 'donald', 'trump', 'bring', 'great', 'country', 'together', 'join', 'us', 'moment', 'generations', 'follow', 'counting', 'us', 'meet']","['daughter/NN', 'molly/RB', 'turn/VB', 'week/NN', 'stage/NN', 'child/NN', 'country/NN', 'include/VB', 'same/JJ', 'age/NN', 'have/VB', 'be/VB', 'separated/JJ', 'parent/NN', 'be/VB', 'sleep/VB', 'concrete/JJ', 'floor/NN', 'aluminum/NN', 'blanket/NN', 'tonight/NN', 'be/VB', 'go/VB', 'be/VB', 'there/RB', 'be/VB', 'go/VB', 'confront/VB', 'challenge/NN', 'face/VB', 'return/NN', 'same/JJ', 'old/JJ', 'approach/NN', 'be/VB', 'go/VB', 'need/VB', 'new/JJ', 'kind/NN', 'politic/NN', 'one/NN', 'direct/VB', 'urgency/NN', 'next/JJ', 'generation/NN', 'climate/NN', 'activist/NN', 'be/VB', 'fighting/JJ', 'not/RB', 'just/RB', 'future/NN', 'everyone/NN', 'student/NN', 'march/VB', 'not/RB', 'just/RB', 'life/NN', 'our/NN', 'need/VB', 'movement/NN', 'lead/VB', 'texas/NN', 'renew/VB', 'democracy/NN', 'bring/VB', 'everyone/NN', 'writing/NN', 'nobody/NN', 'beat/VB', 'donald/JJ', 'trump/NN', 'bring/VB', 'great/JJ', 'country/NN', 'together/RB', 'again/RB', 'join/VB', 'be/VB', 'moment/NN', 'generation/NN', 'follow/VB', 'be/VB', 'count/VB', 'meet/VB']"
